domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,Biochemistry: Tryptophan Metabolism Detail,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Dental: Acne And Chemical Peeling,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Dental: Disorders Of Hair,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Dental: Naevi And Vessel Related Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Dental: Neet Jan 2020,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Ent: Dnb 2018,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Ent: Infections And Inflammatory Conditions,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Forensic Medicine: Neet Jan 2020,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Amniotic Fluid Dynamics,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Infections In Pregnancy,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Menopause And Hrt,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Non Hormonal Intrauterine Devices,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Pharmacology In Gynaecology,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Primary Amenorrhea,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Pubeal Changes,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Tumor Markers,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Gynaecology & Obstetrics: Vulvar Cancer,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Anemia,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Medicine: Flow Volume Curve, Spirometry And Dlco",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Headache And Migraine,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Intracranial Space Occupying Lesion,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Leukemia,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Polycystic Kidneys,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Scleroderma,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Medicine: Takotsubo Cardiomyopathy And Brugada Syndrome,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Microbiology: Aiims 2017,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Microbiology: Jipmer 2017,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Ophthalmology: Diseases Of The Optic Nerve,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Ophthalmology: Miscellaneous ( Sclera),9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Ophthalmology: Proptosis, Enophthalmos, Developmental Anomalies",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Aiims 2019,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Classification Of Bone Tumors,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Injuries Of The Foot,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Knee Ligament Injuries,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Pelvis & Injuries,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Orthopaedics: Spos Injury,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Acute Inflammation Overview And Morphologic Patterns,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Acute Myelogenous Leukemia,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Aiims 2017,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Cardiac Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Cns Tumors,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Endocarditis,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Immunity Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Lung Tumors,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Megaloblastic Anemia,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Membranous Glomerulopathy And Membranoproliferative Glomerulopathy,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Nephrotic Syndrome,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Parathyroids,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pathology: Plasma Cell Disorders And Multiple Myeloma,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Pathology: Skin, Bones And Joints",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Abnormalities Of Head Size,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Coagulation Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Dnb 2018,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Seizures In Childhood And Conditions That Mimic Seizures,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Thyroid Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Vaccination Schedule,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pediatrics: Vitamin D,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pharmacology: Skin,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Pharmacology: Vitamin,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Physiology: Chemical Messengers: Receptors,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Physiology: Gas Transport,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Psychiatry: Sleep Wake Disorders,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Radiology: Angiography,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Radiology: Introduction To Radiology,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Radiology: Neoplasia,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Social & Preventive Medicine: Entomology,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Social & Preventive Medicine: Health Education & Health Planning,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Social & Preventive Medicine: Normal Distribution, Skewed Distributions",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Social & Preventive Medicine: Rickettsial Diseases,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Social & Preventive Medicine: Sensitivity, Specificity, Ppv, Npv",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Social & Preventive Medicine: Social Science,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Aiims 2018,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Disorders Of The Anal Canal,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Surgery: Esophageal Diseases Gastroesophageal Reflux Disease, Carcinoma",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Hepatobiliary And Pancreatic Sx,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Lymphatic System,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Miscellaneous ( Gall Bladder & Bile Ducts),9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Miscellaneous ( Testis & Scrotum),9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,"Surgery: Procedures Cholecystectomy, Bile Duct Exploration, Store Extraction",9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Surgery: Thorax,9,MedMCQA:9,MCQA:9,records:9
Clinical Medicine,Anaesthesia: Fmge 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anaesthesia: Perioperative Fluids,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Aiims 2017,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Arm And Cubital Fossa,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Back And Thorax,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Digestive System,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Embryology And Histology,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Female Genital System,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: General Embryology 1,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Jipmer 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Lungs & Pleura,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Meninges & Blood Vessels Of The Brain,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Anatomy: Neet 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Basics Of Carbohydrate Metabolism,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Enzyme Uses,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Fatty Acid And Synthesis,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Glycine Metabolism Detail,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Jipmer 2017,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Jipmer 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Biochemistry: Lipid Oxidation And Synthesis,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Ent: Anatomy Of External Ear & Pinna,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Ent: Ent Q Bank,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Ent: Jipmer 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Drowning,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Fmge 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Identification Of Dead And Mass Disaster,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Injuries By Blunt Force,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Injuries: Medicolegal Considerations And Types,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Forensic Medicine: Inorganic Irritants,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Gynaecology & Obstetrics: Genital Differentiation,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Gynaecology & Obstetrics: Infectious Diseases,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Gynaecology & Obstetrics: Tuberculosis Of The Genital Tract,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Cardiomyopathy & Pericarditis,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Electrolyte,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Intestine,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: M.I. & Angina,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Miscellaneous ( Endocrinology),8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Nephrology,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Parasitic Infection,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Transfusion,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Medicine: Zollinger Ellision Syndrome,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Microbiology: Fmge 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Microbiology: Neet 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Microbiology: Rickettsiaceae,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Ophthalmology: Inflammatory Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Amputations And Spos Injury,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Dislocation Of Elbow Joint,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Fmge 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Fracture Of The Humerus,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,"Orthopaedics: Hip, Spine, Neck, And Shoulder Problems",8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Injuries Of The Forearm,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Jipmer 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Lower Limb And Foot & Ankle Problems,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Neet 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Orthopaedics: Nervous System,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Chemical Mediators In Plasma: Kinin System,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Etiology: Carcinogenic Agents,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Immunology,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Intracellular Accumulations,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Mechanisms Of Cell Injury,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Miscellaneous ( Kidney),8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Neurodegenerative Diseases,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Other Autoimmune Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Oxygen Dependent Bacterial Killing,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Respiratory Distress Syndrome,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Small Intestine Malabsorption Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pathology: Tumour Markers,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Abnormalities Of Development,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Aiims 2017,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Behavioral Disorders In Children,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Disorders Of Sodium And Potassium,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Febrile Seizures,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Feeding Healthy Infants And Children,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Fmge 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Jipmer 2017,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Liver And Biliary System,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Neoplasms Of The Kidney,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Neurocutaneous Syndromes,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Newborn Infant Parent Infant Bonding,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Other Disorders Of Bone,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Perinatal Asphyxia,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Pubey And Adolescent Health,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pediatrics: Renal Tubular And Obstructive Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pharmacology: Anti Anginal,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pharmacology: Anti Cholinergic,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Pharmacology: Hematinics,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Physiology: Neet 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Physiology: Regulation Of Respiration,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Physiology: Secretory Functions Of The Alimentary Tract,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Psychiatry: Drug And Alcohol Related Conditions,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Psychiatry: Fmge 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Psychiatry: Jipmer 2018,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Psychiatry: Opioid Related Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Psychiatry: Psychoanalysis And Psychotherapy,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Skin: Dermatophytosis,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Skin: Superficial Mycoses,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Cold Chain In India,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Definitions & Concepts,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Growth And Development,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Health Education & Communication,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Measurement Of Mortality And Morbidity,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Social & Preventive Medicine: Tuberculosis,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Surgery: Colon And Rectum Benign Colonic Disorders,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Surgery: Initial Care Of The Burn Patient,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Surgery: Jipmer 2019,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,Surgery: Malignant Gastric Disease,8,MedMCQA:8,MCQA:8,records:8
Clinical Medicine,"Anatomy: Abdomen, Pelvis And Perineum",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Digestive System ( Histology),7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Epithelial Tissue,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Anatomy: Female & Male Reproductive System, Rectum And Anal Canal",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Lymphoid Tissue & Integumentary System,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Male Sex Glands,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Metabolic And Endocrine Disorders,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Osteology Of Thorax,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Pelvis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Root Of Neck,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Scalp Face & Temple,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Thyroid Gland,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anatomy: Upper Limb And Lower Limb,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Biochemistry: Enzyme Regulation,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Biochemistry: Glucose Transpo,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Biochemistry: Mendalian Inheritance,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Biochemistry: Methionine And Cysteine Details,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Biochemistry: Organelles,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Dental: Photosensitive Disorders,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ent: Neet 2019,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ent: Tomour Of Larynx,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Forensic Medicine: Identification Of Living,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Cardiovascular Disorders,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Emergency Contraception Ulipristal Acetate ( Upa),7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Gynaecology,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Neet 2018,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Post Paum Haemorrhage ( This Better Stop Now !),7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Radiotherapy & Chemotherapy,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Gynaecology & Obstetrics: Staging, Investigation And Prognostic Factors",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Valva,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Gynaecology & Obstetrics: Vigina,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Alteration Of Body Temperature,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Amyotrophic Lateral Sclerosis And Other Motor Neuron Diseases,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Aphasia,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Medicine: Bater Syndrome, Gitelman Syndrome, Liddle And Comparison With Siadh",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Chronic Obstructive Pulmonary Disease,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Congenital Heart Disease,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Crystal Ahropathy,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Disease Of Pericardium,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Diseases Of The Aorta,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Fungal Infection,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Headache,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Hypercalcemia And Hypocalcemia,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Jipmer 2019,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Meningitis And Encephalitis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Neet 2018,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Oesophagus,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Pituitary And Hypothalamus,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Pleural Effusion & Pneumothorax,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Pulmonary Embolism,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Medicine: Urinary Tract Infections And Interstitial Cystitis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Microbiology: Aiims 2018,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Microbiology: Neisseria,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ophthalmology: Degenerative Conditions,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ophthalmology: Jipmer 2018,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ophthalmology: Ocular Manifestations,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Ophthalmology: Orbital Disorders,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Orthopaedics: Giant Cell Tumor ( Gct) Or Osteoclastoma,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Orthopaedics: Injuries Of The Wrist,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Orthopaedics: Metastatic Bone Disease,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Orthopaedics: Metastatic Tumors Of Bone,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Orthopaedics: Tuberculosis Of Bone And Joints,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Acute Lymphoblastic Leukemia,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Arachidonic Acid Metabolites,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Cirrhosis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Complement System,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Diagnostic Procedures,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Disorders Of Gallbladder And Extrahepatic Biliary Tract,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Fmge 2017,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Glomerulonephritis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Inflammation,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Miscellaneous ( Urinary Tract),7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Myocardial Infraction,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Nature Of Gene Abnormalities,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Non Hodgkin Lymphoma,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Pulmonary Tuberculosis And Lung Abscess,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pathology: Thyroiditis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Acute And Chronic Kidney Disease,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Body Composition And Acid Base Balance,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Development And Epidemiology,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Disorders Of Pituitary Gland,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Fetal Circulation,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: High Risk Infant Prematurity & Intrauterine Growth Restriction,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Hydrocephalus,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Neonatal Jaundice,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Neonatal Sepsis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pediatrics: Scurvy,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pharmacology: Anti Arrhythmic,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pharmacology: Anti Parkinsonism,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pharmacology: Anti Tuberculosis,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Pharmacology: Clinical Trials, Drug Label",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Pharmacology: Neet 2018,7,MedMCQA:7,MCQA:7,records:7
